,ticker,name,slug,marketcap,sector,category,tagline,desc,symbol
3144,EXIT,ExitCoin,exitcoin,,,,,,EXIT
3145,BWX,Blue Whale Token,blue-whale-token,,,,,,BWX
3146,YOC,Yocoin,yocoin,,,,,,YOC
3147,LTC3X,LTC3X,ltc3x,,,,,,LTC3X
3148,CWV,CryptoWorld.VIP,cryptoworld-vip,,,,,,CWV
3149,SENC,Sentinel Chain,sentinel-chain-1,,,,,,SENC
3150,SHC,SHC,shc,,,,,,SHC
3151,PICO,Pico,pico,,,,,,PICO
3152,YOVI,YobitCoin,yobitcoin,,,,,,YOVI
3153,SAGA,SagaCoin,sagacoin,,,,,,SAGA
3154,ANTS,Ants Coin,ants-coin,,,,,,ANTS
3155,LKC,Linked,linked,,,,,,LKC
3156,NPW,New Power Coin,new-power-coin,,,,,,NPW
3157,TELL,Tellurion,tellurion,,,,,,TELL
3158,TSTR,Tristar Coin,tristar-coin,,,,,,TSTR
3159,BRY,BRY,bry,,Data Management,Services,,,BRY
3160,GEM,Gems ,gems-1,,,,,,GEM
3161,ELIX,Elixir,elixir,,,,,,ELIX
3162,CLD,Cloud,cloud,,,,,,CLD
3163,AT,Aware,aware-1,,,,,,AT
3164,GIFT,Giftcard,giftcard,,,,,,GIFT
3165,DXO,DXO,dxo,,,,,,DXO
3166,DIVX,Divi Exchange Token,divi-exchange-token,,,,,,DIVX
3167,TON,TON Crystal,ton-crystal,,Smart Contract Platforms,Infrastructure,,"TON Crystal (TON) is the native asset for the Free TON blockchain. Free TON is a smart contract platform based on Telegram's now-defunct TON blockchain project. Its network uses a scaling technique called sharding that partitions storage and processing responsibilities to smaller validator groups. The result is a chain that has lower transaction latency and higher throughput compared to blockchains operating as a single state layer. Free TON uses Proof-of-Stake (PoS) to achieve consensus and can support application development in several high-level computer languages such as C, C++, and Solidity. Network participants can use TON Crystals to pay for transaction fees or stake to secure the network and vote on governance proposals.",TON
3168,BUMBA,BumbaCoin,bumbacoin,,,,,,BUMBA
3169,MBCH,MBCH,mbch,,,,,,MBCH
3170,MUSK,Musk,musk,,,,,,MUSK
3171,CD,Candle,candle,,,,,,CD
3172,WHL,WhaleCoin,whalecoin,,,,,,WHL
3173,OCL,Oceanlab,oceanlab,,,,,,OCL
3174,BNS,Bonus Token,bonus-token,,,,,,BNS
3175,TIX,Blocktix,blocktix-1,,,,,,TIX
3176,LIZI,LiZi,lizi,,,,,,LIZI
3177,BTBCN,Bitibu Coin,bitibu-coin,,,,,,BTBCN
3178,CNMC,CNMC,cnmc,,,,,,CNMC
3179,HLB,HLB,hlb,,,,,,HLB
3180,TKS,Tokes,tokes-1,,,,,,TKS
3181,CNO,Coin(O),coin-o,,,,,,CNO
3182,EXTN,ExtensiveCoin,extensivecoin,,,,,,EXTN
3183,ALIS,ALIS,alis-1,,,,,,ALIS
3184,ERZ,ERZ,erz,,,,,,ERZ
3185,BASH,LuckChain,luckchain,,,,,,BASH
3186,DES,Destiny,destiny,,,,,,DES
3187,XCH,Chia,chia,,Smart Contract Platforms,Infrastructure,,"Chia Network is a blockchain that supports the creation and execution of smart contracts written in a custom-designed programming language called Chialisp. The project was founded by Bram Cohen, the inventor of the BitTorrent network. Chia's blockchain relies on a novel consensus mechanism called Proof-of-Space and Time (PoST) to secure the network and reach a consensus on transaction verification. The network also features a native token, XCH, that serves to reward network participants that help secure the chain.",XCH
3188,MUN,MUNcoin,muncoin,,,,,,MUN
3189,IVY,Ivy,ivy,,,,,,IVY
3190,CREAK,Creakcoin,creakcoin,,,,,,CREAK
3191,HHLC,HHLChain,hhlchain,,,,,,HHLC
3192,STEPS,Steps,steps,,,,,,STEPS
3193,BATL,Battlestars,battlestars,,,,,,BATL
3194,CCH,CCH,cch,,,,,,CCH
3195,ABTC,Abitchain,abitchain,,,,A ready-made blockchain for dapp development,"ABitchain is a Bitcoin fork designed to provide a ready-made blockchain platform for dapp development and fast smart contract execution. 
",ABTC
3196,WEGEN,WeGen Platform,wegen-platform,,,,,,WEGEN
3197,TRIX,Trix,trix,,,,,,TRIX
3198,MG,Mineral Gate Token,mineral-gate-token,,,,,,MG
3199,CNX,Cryptonex,cryptonex,,,,A peer-to-peer digital asset exchange protocol,"Cryptonex is a blockchain for peer-to-peer, decentralized cryptocurrency exchange. ",CNX
3200,SED,Seedbit,seedbit,,,,,,SED
3201,SHL,Oyster Shell,oyster-shell,,,,,,SHL
3202,PARTY,PARTY,party,,,,,,PARTY
3203,WELL,WELL,well-1,,,,,,WELL
3204,ESP,Espers,espers,,,,,,ESP
3205,LUXMI,Luxmi,luxmi,,,,,,LUXMI
3206,ENTRC,EnterCoin,entercoin,,,,,,ENTRC
3207,MNGO,Mango Markets,mango-markets,,,,,,MNGO
3208,TOS,ThingsOperatingSystem,thingsoperatingsystem,,,,,,TOS
3209,PPY,Peerplays,peerplays-1,,,,,,PPY
3210,WISH,MyWish,mywish-1,,,,,,WISH
3211,ET,Exx Token,exx-token,,,,,,ET
3212,WAY,WayCoin,waycoin,,,,,,WAY
3213,WGR,Wagerr,wagerr-1,,,,,,WGR
3214,LVG,Leverage Coin,leverage-coin,,,,,,LVG
3215,WMGO,MobileGo on WAVES,mobilego-on-waves,,,,,,WMGO
3216,AGA,AmigaCoin,amigacoin,,,,,,AGA
3217,PDEX,Polkadex,polkadex,,,,,,PDEX
3218,WCO,Winco,winco,,,,,,WCO
3219,2BACCO,2BACCO Coin,2bacco-coin,,,,,,2BACCO
3220,POLYSHIBA,PolyShiba,polyshiba,,,,,,POLYSHIBA
3221,QRK,Quark,quark,,,,,,QRK
3222,START,Startcoin,startcoin,,,,,,START
3223,NOO,Noocoin,noocoin,,,,,,NOO
3224,SHPING,SHPING,shping-1,,,,,,SHPING
3225,BCAP,Blockchain Capital,blockchain-capital,,,,,,BCAP
3226,OCC,Octoin Coin,octoin-coin,,,,,,OCC
3227,LIR,LetItRide,letitride,,,,,,LIR
3228,PCL,Peculium,peculium-1,,,,,,PCL
3229,OXY,Oxygen,oxygen,,Asset Management,Services,,,OXY
3230,ARY,Block Array,block-array-1,,,,,,ARY
3231,SYNQ,BitSynq,bitsynq,,,,,,SYNQ
3232,ELC,ElaCoin,elacoin,,,,,,ELC
3233,XNX,XanaxCoin,xanaxcoin,,,,,,XNX
3234,SWAGG,Swagg Network,swagg-network,,,,Social Money. Culture. Community.,,SWAGG
3235,IOP,Internet of People,internet-of-people,,,,,,IOP
3236,BAI,BAI,bai,,,,,,BAI
3237,FSX,Frost,frost,,,,,,FSX
3238,EVR,Everus,everus,,,,,,EVR
3239,VEG,BitVegan,bitvegan,,,,,,VEG
3240,IQT,iQuant,iquant,,,,,,IQT
3241,YAM,Yam v3,yam,,Derivatives,Financial,,,YAM
3242,EURET,EURET,euret,,,,,,EURET
3243,LUC,Level Up Coin,level-up-coin,,,,,,LUC
3244,CDCC,CDCC,cdcc,,,,,,CDCC
3245,BPTN,Bit Public Talent Network,bit-public-talent-network,,,,,,BPTN
3246,ICOS,ICOS,icos,,,,,,ICOS
3247,PCS,Pabyosi Coin (Special),pabyosi-coin-special,,,,,,PCS
3248,MDX,MDX,mdx,,Decentralized Exchanges,Financial,,,MDX
3249,CZECO,CZECO,czeco,,,,,,CZECO
3250,TAB,MollyCoin,mollycoin,,,,,,TAB
3251,XJO,Joulecoin,joulecoin,,,,,,XJO
3252,VLC,ValueChain,valuechain,,,,,,VLC
3253,PC,Promotion Coin,promotion-coin,,,,,,PC
3254,SAK,Sharkcoin,sharkcoin,,,,,,SAK
3255,HOUSING,HousingCoin,housingcoin,,,,,,HOUSING
3256,UC,YouLive Coin,youlive-coin,,,,,,UC
3257,URUS,Urus Token,urus-token,,Lending,Financial,,,URUS
3258,ACN,Avoncoin,avoncoin,,,,,,ACN
3259,POWER,POWER,power,,,,,,POWER
3260,MAS,Midas Protocol,midas-protocol-1,,,,,,MAS
3261,NEON,Nucleon,nucleon,,,,,,NEON
3262,EVRT,everiToken,everitoken,,,,,,EVRT
3263,YTN,YENTEN,yenten,,,,,,YTN
3264,UND,Unification,unification,,,,,,UND
3265,DUO,ParallelCoin,parallelcoin,,,,,,DUO
3266,FST,Fastcoin,fastcoin,,,,,,FST
3267,CNNBT,CNNBT,cnnbt,,,,,,CNNBT
3268,GOT,GoNetwork,gonetwork-2,,,,,,GOT
3269,HEEL,HeelCoin,heelcoin,,,,,,HEEL
3270,CPCHAIN,CPChain,cpchain,,,,,,CPCHAIN
3271,AMBER,AmberCoin,ambercoin,,,,,,AMBER
3272,STRP,Stripe,stripe,,,,,,STRP
3273,TRANCE,Trancecoin,trancecoin,,,,,,TRANCE
3274,MOIN,Moin,moin,,,,,,MOIN
3275,TWNKL,TWNKL,twnkl,,,,,,TWNKL
3276,SOLARITE,Solarite,solarite,,,,,,SOLARITE
3277,WMC,WMCoin,wmcoin,,,,,,WMC
3278,GBC,Gold Bits Coin,gold-bits-coin,,,,,,GBC
3279,MAZA,MAZA,maza,,,,,,MAZA
3280,KAPU,KAPU,kapu-1,,,,,,KAPU
3281,GUN,Guncoin,guncoin,,,,,,GUN
3282,EBT,EbitTreeCoin,ebittreecoin,,,,,,EBT
3283,SCORE,Scorecoin,scorecoin,,,,,,SCORE
3284,BREW,CafeSwap Token,cafeswap-token,,,,,,BREW
3285,WOK,Worker,worker,,,,,,WOK
3286,RYZ,ANRYZE,anryze-1,,,,,,RYZ
3287,BOXY,BoxyCoin,boxycoin,,,,,,BOXY
3288,BLG,Bitcoin Lightning,bitcoin-lightning,,,,A Bitcoin fork focused on micro-payments,"Bitcoin Lightning is a Bitcoin fork that “pre-installs” the Lightning Network on the blockchain’s base layer.
",BLG
3289,COX,CobraCoin,cobracoin,,,,,,COX
3290,ENSA,ENSA,ensa,,,,,,ENSA
3291,HORUS,HorusPay,horuspay,,,,,,HORUS
3292,LMY,Lunch Money,lunch-money,,Services,Social Media,A decentralized application for incentivizing feedback from restaurant patrons ,"Lunch Money is the native token for Restaurant P.I., a decentralized app that rewards restaurant patrons with Lunch Money and other cryptocurrencies when they successfully submit feedback via their platform.

Lunch Money describes itself as a universal loyalty rewards program, created by Restaurant Private I Inc, a mystery shopper platform aimed at improving customer service through anonymous customer oversights and incentives. Restaurant customers and restaurant delivery service customers can earn Lunch Money (LMY) by providing real feedback on their service experience.
",LMY
3293,CSBTC,CSBTC,csbtc,,,,,,CSBTC
3294,LIVE,Live Stars,live-stars-1,,,,,,LIVE
3295,REPUBLICOIN,Republicoin,republicoin,,,,,,REPUBLICOIN
3296,MRT,Miners' Reward Token,miners-reward-token,,,,,,MRT
3297,EMV,Ethereum Movie Venture,ethereum-movie-venture,,,,,,EMV
3298,LOG,Woodcoin,woodcoin,,,,,,LOG
3299,VIVO,VIVO,vivo,,,,,,VIVO
3300,BDG,BitDegree,bitdegree-1,,,,,,BDG
3301,EAI,EAI,eai,,,,,,EAI
3302,ATMC,ATMCoin,atmcoin,,,,,,ATMC
3303,ZNY,Bitzeny,bitzeny,,,,,,ZNY
3304,XAG,Silver,xag-silver,,,,,,XAG
3305,GP,GoldPieces,goldpieces,,,,,,GP
3306,RADS,Radium,radium,,,,,,RADS
3307,TRK,Truckcoin,truckcoin,,,,,,TRK
3308,ETT,EncryptoTel [WAVES],encryptotel-waves,,,,,,ETT
3309,FLB,FLB,flb,,,,,,FLB
3310,PAC,Pacnew,pacnew,,,,,,PAC
3311,KINGN,KingN Coin,kingn-coin,,,,,,KINGN
3312,TCA,Token Card,token-card,,,,,,TCA
3313,LKK,Lykke,lykke-1,,,,,,LKK
3314,SMF,SmurfCoin,smurfcoin,,,,,,SMF
3315,APX,APX,apx,,,,,,APX
3316,EVTX,EXVA,exva,,,,,,EVTX
3317,NMCET,NMCET,nmcet,,,,,,NMCET
3318,WCASH,WCASH,wcash,,,,,,WCASH
3319,VTAR,VTAR,vtar,,,,,,VTAR
3320,ZOI,Zoin,zoin,,,,,,ZOI
3321,VME,TrueVett,verime-1,,,,,,VME
3322,B3,B3 Coin,b3-coin,,,,,,B3
3323,ESA,E-Sport Alliance Chain,e-sport-alliance-chain,,,,,,ESA
3324,SPORT,Sport,sport,,,,,,SPORT
3325,GUTS,GET Protocol,get-protocol,,,,,,GUTS
3326,ADD,AdderalCoin,adderalcoin,,,,,,ADD
3327,NEOS,Donu,neoscoin,,,,,,NEOS
3328,CROP,Cropcoin,cropcoin,,,,,,CROP
3329,BITCNY,bitCNY,bitcny,,,,,,BITCNY
3330,ZENGOLD,ZenGold,zengold,,,,,,ZENGOLD
3331,SYNC,SynCoin,syncoin,,,,,,SYNC
3332,USCB,USCB,uscb,,,,,,USCB
3333,CURVES,CURVES,curves,,,,,,CURVES
3334,OMEGA,OMEGA,omega,,,,,,OMEGA
3335,XTX,Xtock,xtock,,,,,,XTX
3336,BTL,Bitcoin Lambo,bitcoin-lambo,,,,A “pure speculation driven” (“PSD”) Bitcoin fork,"Bitcoin Lambo is a Bitcoin fork that tokenizes the “lambo” meme common to cryptocurrency speculator communities. 
",BTL
3337,NR1,NR1,nr1,,,,,,NR1
3338,GRFT,GRAFT,graft,,,,Global Real-time Authorizations and Fund Transfers,"GRAFT is a platform for processing real-time authorizations and settlements of merchant payments and fund transfers that support a variety of payment and payout methods, including cryptocurrencies, cryptographic tokens, and traditional credit cards and bank transfers.",GRFT
3339,NDC,NEVERDIE,neverdie-1,,,,,,NDC
3340,FRT,Fortesque,fortesque,,,,,,FRT
3341,PLNC,PLNcoin,plncoin,,,,,,PLNC
3342,SXUT,Spectre.ai Utility Token,spectre-ai-utility-token,,,,,,SXUT
3343,JBC,Japan Brand Coin,japan-brand-coin,,,,,,JBC
3344,TAJ,TajCoin,tajcoin,,,,,,TAJ
3345,RIYA,Etheriya,etheriya,,,,,,RIYA
3346,THS,TechShares,techshares,,,,,,THS
3347,LLT,LLT,llt,,,,,,LLT
3348,PMT,PMT,pmt,,,,,,PMT
3349,MSR,Masari,masari,,,,,,MSR
3350,NAUT,Nautilus,nautilus,,,,,,NAUT
3351,TCAP,Cryptex Total Crypto Market Cap Index,cryptex-total-crypto-market-cap-index,,Asset Management,Financial,,,TCAP
3352,XDE,XDE,xde,,,,,,XDE
3353,GMT,Mercury Protocol,mercury-protocol-1,,,,,,GMT
3354,Argon,Argon,argon,,Advertising,Services,,,Argon
3355,VAC,Visa Application Chain,visa-application-chain,,,,,,VAC
3356,GLUCK,Goodluck,goodluck,,,,,,GLUCK
3357,PRIMU,Primulon,primulon,,,,,,PRIMU
3358,RSGP,RSGP,rsgp,,,,,,RSGP
3359,GMCX,Gridmaster,gridmaster,,,,,,GMCX
3360,CHF,Swiss Franc,swiss-franc,,,,,,CHF
3361,BIGUP,BigUp,bigup,,,,,,BIGUP
3362,OBTC,Oil Bitcoin,oil-bitcoin,,,,A Bitcoin fork self-described as “the oil of digital currency”,"Bitcoin Oil is a Proof-of-Stake fork of Bitcoin branded as the oil of digital currencies.
",OBTC
3363,CRPS,CryptoPennies,cryptopennies,,,,,,CRPS
3364,DX.COMM,Dollar Index Future,dollar-index-future,,,,,,DX.COMM
3365,SOS,Solstarter,solstarter,,,,,,SOS
3366,DJI.INDX,Dow Jones Industrial,dow-jones-industrial,,,,,,DJI.INDX
3367,ARC,Advanced Technology Coin,advanced-technology-coin,,,,,,ARC
3368,IC,Ignition,ignition,,,,,,IC
3369,DIS,DIS,dis,,Asset Management,Financial,,,DIS
3370,HNC,Hellenic Coin,helleniccoin,,,,,,HNC
3371,AUTO,Autofarm,autofarm,,Asset Management,Financial,Automated DeFi Suite. Automated Yield farming. DEX Aggregator.,"Autofarm is a yield aggregator in the Binance Smart Chain (BSC) Ecosystem. It provides multiple ""Vaults"" where participants can pool their tokens and liquidity in order to receive rewards. Rewards are automatically reinvested in order to provide greater returns. In addition, users  receive AUTO token rewards based on the value of tokens staked on the platform. The AUTO token will be the native governance token of the platform allowing users to vote and collect fees from yield aggregation.  Autofarm was created in December of 2020 by Twitter user @mildgiraffe.",AUTO
3372,WAIF,Waifu,waifu,,Misc,Media and Entertainment,,,WAIF
3373,CTIC,Coimatic,coimatic,,,,,,CTIC
3374,INCR,Incrementum,incrementum,,,,,,INCR
3375,BITE,BitEthereum,bitethereum,,,,A Bitcoin fork modeled after Ethereum,"BitEthereum is a Bitcoin fork that aims to improve on Bitcoin’s transaction processing speed and token issuance abilities.
",BITE
3376,CCC,Concierge Coin,concierge-coin,,,,,,CCC
3377,NANJ,NANJCOIN,nanjcoin,,,,,,NANJ
3378,SHRM,Shrooms,shrooms,,,,,,SHRM
3379,CAP,Cap,cap,,,,,,CAP
3380,VIEW,View,view,,,,,,VIEW
3381,VC,VirtualCoin,virtualcoin,,,,,,VC
3382,PUT,Profile Utility Token,profile-utility-token,,,,,,PUT
3383,VNTX,VNTX,vntx,,,,,,VNTX
3384,XNS,Insolar,insolar,,,,,,XNS
3385,MRK,MARK.SPACE,mark-space-1,,,,,,MRK
3386,PORTAL,Portal,portal,,,,,,PORTAL
3387,KR,Krypton,krypton,,,,,,KR
3388,STQ,Storiqa,storiqa-1,,,,,,STQ
3389,ARTH,ARTH,arth,,,,,,ARTH
3390,HPC,HappyPay,happycoin,,,,,,HPC
3391,CON,PayCon,paycon,,,,,,CON
3392,MNM,Mineum,mineum,,,,,,MNM
3393,SPCC,Specie,specie,,,,,,SPCC
3394,OOO,Om,om,,,,,,OOO
3395,LTCR,Litecred,litecred,,,,,,LTCR
3396,SURGE,SurgeCoin,surgecoin,,,,,,SURGE
3397,TER,TerraNova,terranova,,,,,,TER
3398,ARN,Aeron,aeron,,Misc,Services,,,ARN
3399,ELIT,ELI Token,eli-token,,,,,,ELIT
3400,MEDIA,Media Network,media-network,,,,,,MEDIA
3401,BONES,Bones,bones,,,,,,BONES
3402,MUX,Manutax,manutax,,,,,,MUX
3403,MIRO,MIRO,miro,,,,,,MIRO
3404,DTEM,Dystem,dystem,,,,,,DTEM
3405,ADEL,Akropolis Delphi,akropolis-delphi,,Lending,Financial,,,ADEL
3406,IFLT,InflationCoin,inflationcoin,,,,,,IFLT
3407,DTT,darktrontoken,darktrontoken,,,,,,DTT
3408,GNR,Gainer,gainer,,,,,,GNR
3409,TIMEC,TIMEC,timec,,,,,,TIMEC
3410,USHA,USHA,usha,,,,,,USHA
3411,ECH,Etherecash,etherecash-1,,,,,,ECH
3412,CAD,Canadian Dollar,canadian-dollar,,,,,,CAD
3413,CYP,CypherPunkCoin,cypherpunkcoin,,,,,,CYP
3414,DXC,devil,devil,,,,,,DXC
3415,POP,PopularCoin,popularcoin,,,,,,POP
3416,SEAD,SEAD,sead,,,,,,SEAD
3417,TRF,CaixaPay,travelflex,,,,,,TRF
3418,CKUSD,CK USD,ck-usd,,,,,,CKUSD
3419,CRE,Cybereits,cybereits,,,,,,CRE
3420,WAM,WAM,wam,,,,,,WAM
3421,LEA,LeaCoin,leacoin,,,,,,LEA
3422,KBC,Karatgold Coin,karatgold-coin,,Payment Platforms,Payments,,,KBC
3423,LIGHT,LightChain,lightchain,,,,,,LIGHT
3424,BCW,Bitcoin Wonder,bitcoin-wonder,,,,A Proof-of-Stake Bitcoin fork for enterprise use,"Bitcoin Wonder is a Bitcoin fork that transitioned to Proof-of-Stake and focuses on smart contracts and enterprise partnerships.
",BCW
3425,PX,PXcoin,pxcoin,,,,,,PX
3426,HBN,HoboNickels,hobonickels,,,,,,HBN
3427,DPN,DIPNET,dipnet,,,,,,DPN
3428,LOTEU,Loteo,loteo,,Media and Entertainment,Gaming,A digital peer-to-peer automated platform for gaming and gambling,"Loteo is a fully automated, peer-to-peer online gaming and gambling business focused on making gaming more accessible. ",LOTEU
3429,CARBON,Carboncoin,carboncoin,,,,,,CARBON
3430,GOB,Game Of Bitcoins,game-of-bitcoins,,,,,,GOB
3431,DVG,DVG,dvg,,Asset Management,Financial,,,DVG
3432,VTX,Vertex,vertex,,,,,,VTX
3433,SBA,simplyBrand,simplybrand,,,,,,SBA
3434,DGPT,DigiPulse,digipulse-1,,,,,,DGPT
3435,CRX,ChronosCoin,chronoscoin,,,,,,CRX
3436,BCRM,Bitcoin Rm,bitcoin-rm,,,,A Bitcoin “smart fork” for retail merchants,"Bitcoin RM is a Bitcoin fork focused on performance optimization for retail merchant cryptocurrency use cases.
",BCRM
3437,WIKI,Wiki Token,wiki-token,,,,,,WIKI
3438,ZAR,South African Rand,south-african-rand,,,,,,ZAR
3439,XMG,Magi,magi,,,,,,XMG
3440,SKILL,SKILLCOIN,skillcoin,,,,,,SKILL
3441,XEL,XEL,xel,,,,,,XEL
3442,WYV,Wyvern,wyvern,,,,,,WYV
3443,ECO,EcoCoin,ecocoin,,,,,,ECO
3444,EXT,Experience Token,experience-token,,,,,,EXT
3445,PBKX,PBKXToken,pbkxtoken,,,,,,PBKX
3446,XAX,XAX,xax,,,,,,XAX
3447,OAK,The Acorn Collective,the-acorn-collective,,,,,,OAK
3448,KB3,B3Coin,b3coin,,,,,,KB3
3449,ZACA,ZACA,zaca,,,,,,ZACA
3450,EPIC,Epic Cash,epic-cash,,Currencies,Payments,A privacy currency built on MimbleWimble for CPU and GPU mining,Epic Cash is a privacy currency built on MimbleWimble designed for CPU and GPU mining.,EPIC
3451,VITALCOIN,VitalCoin,vitalcoin,,,,,,VITALCOIN
3452,BPA,Bitcoin Pizza,bitcoin-pizza,,,,A Bitcoin fork for directed acyclic graphs (DAGs) ,Bitcoin Pizza is a Bitcoin chain fork that experiments with implementing directed acyclic graphs (DAGs). ,BPA
3453,ZOOM,ZoomCoin,zoomcoin,,,,,,ZOOM
3454,CHL,ChallengeDac,challengedac,,,,,,CHL
3455,NOBL,NobleCoin,noblecoin,,,,,,NOBL
3456,DANC,DrAgoNCoin,dragoncoin,,,,,,DANC
3457,TCR,Thecreed,thecreed,,,,,,TCR
3458,OPTC,Optical Network,optical-network,,,,,,OPTC
3459,XC,XCurrency,xcurrency,,,,,,XC
3460,CAMI,CAMI,cami,,,,,,CAMI
3461,QTG,QTG,qtg,,,,,,QTG
3462,LSD,lsd,lsd,,,,,,LSD
3463,EUC,Eurocoin,eurocoin,,,,,,EUC
3464,GREED,GREED,greed,,,,,,GREED
3465,TBAR,Titanium BAR,titanium-bar,,,,,,TBAR
3466,ZPT,Zeepin,zeepin-1,,,,,,ZPT
3467,LHC,pentaquark,pentaquark,,,,,,LHC
3468,CCN,CannaCoin,cannacoin,,,,,,CCN
3469,EVO,Evotion,evotion,,,,,,EVO
3470,JPC,Jupiter,jupiter,,,,,,JPC
3471,PNG,PNG,png,,Decentralized Exchanges,Financial,,,PNG
3472,TPG,Trollpayment,trollpayment,,,,,,TPG
3473,DCY,Dinastycoin,dinastycoin,,,,,,DCY
3474,MART,MART,mart,,,,,,MART
3475,IQ,Everipedia IQ Tokens Bitfinex,everipedia-iq-tokens-bitfinex-1,,,,,,IQ
3476,XRA,Ratecoin,ratecoin,,,,,,XRA
3477,CDX,CDX Network,cdx-network,,,,,,CDX
3478,DWS,DWS,dws,,,,,,DWS
3479,DSE,Disse,disse,,,,,,DSE
3480,PAYP,PayPeer,paypeer,,,,,,PAYP
3481,ERY,Eryllium,eryllium,,,,,,ERY
3482,GUCCIONECOIN,GuccioneCoin,guccionecoin,,,,,,GUCCIONECOIN
3483,PMNT,Paymon,paymon,,,,,,PMNT
3484,NBTK,NBTK,nbtk,,,,,,NBTK
3485,TPI,TPICoin,tpicoin,,,,,,TPI
3486,BMXX,Multiplier (BSC),multiplier-bsc,,,,,,BMXX
3487,LDM,Ludum token,ludum-token,,,,,,LDM
3488,FRD,Farad,farad-1,,,,,,FRD
3489,STC,StarChain,starchain,,,,,,STC
3490,NAM,NAM COIN,nam-coin,,,,,,NAM
3491,INF,InfChain,infchain,,,,,,INF
3492,300,300 Token,300-token,,,,,,300
3493,3S,Money,money,,,,,,3S
3494,DEL,DelChain,delchain,,,,,,DEL
3495,NTC,Natcoin,natcoin,,,,,,NTC
3496,CRY,CRY,cry,,,,,,CRY
3497,WW,WayaWolfCoin,wayawolfcoin,,,,,,WW
3498,CMC,communist,communist,,,,,,CMC
3499,SCOTT,Scott,scott,,,,,,SCOTT
3500,VRES,VReS,vres,,,,,,VRES
3501,CV,carVertical,carvertical,,,,,,CV
3502,CSPR,CasperLabs,casperlabs,,Smart Contract Platforms,Infrastructure,,"Casper is a layer-one blockchain purpose-built for application development and scalability. It aims to support applications without sacrificing usability, cost, decentralization, or security. Casper uses a CBC Casper-based Proof-of-Stake (PoS) consensus protocol called Highway to secure the network and verify transactions.",CSPR
3503,HIGH,High Gain,high-gain,,,,,,HIGH
3504,DCRE,DeltaCredits,deltacredits,,,,,,DCRE
3505,ADL,Adel,adel,,,,Incubator for blockchain innovation,Adel is a technology incubator for blockchain projects,ADL
3506,DPAY,DelightPay,delightpay,,,,,,DPAY
3507,SPK,SparksPay,sparkspay,,,,,,SPK
3508,INDI,Indicoin,indicoin-1,,,,,,INDI
3509,MCI,Musiconomi,musiconomi,,,,,,MCI
3510,BTRN,Biotron,biotron-1,,,,,,BTRN
3511,SLT,Smartlands Network,smartlands-1,,,,Tokenization of agricultural assets,,SLT
3512,ETCO,Ether,ether,,,,,,ETCO
3513,FAITH,FAITH,faith,,,,,,FAITH
3514,BSB,BSB,bsb,,,,,,BSB
3515,CORG,Corgi,corgi,,,,,,CORG
3516,BCH3X,BCH3X,bch3x,,,,,,BCH3X
3517,BRK,Breakout,breakout,,,,,,BRK
3518,XRG,Exergy,exergy,,,,A platform for monetizing and distributing energy data,"Exergy is an customer-centric open-source project to control, distribute, and monetize energy data.",XRG
3519,XDX,Diem,libra,,Stablecoins,Payments,"A permissioned, blockchain-based stablecoin payment system","Diem (formerly known as Libra) is a permissioned, blockchain-based payment system designed to enable the open, instant, and low-cost movement of money. The Diem payment system will support currencies, such as ≋USD, ≋GBP, and ≋EUR, which will have the same value in the country’s respective currency. It will also feature a combination of these digital currencies, called ≋XDX. All Diem coins will be fully backed by cash held by a geographically distributed network of custodian banks. ",XDX
3520,611,SixEleven,sixeleven,,,,,,611
3521,OPTION,OptionCoin,optioncoin,,,,,,OPTION
3522,NTY,Nexty,nexty,,,,,,NTY
3523,UNIC,UniCoin,unicoin-1,,,,,,UNIC
3524,THEMIS,Themis,themis,,,,,,THEMIS
3525,BCBC,Bitcoin@CBC,bitcoin-cbc,,,,Another Bitcoin fork,"Bitcoin@CBC is another Bitcoin fork. 
",BCBC
3526,SRCOIN,SRCOIN,srcoin-1,,,,,,SRCOIN
3527,CMX,CoinMiningIndex,coinminingindex,,,,,,CMX
3528,BUEN,BUEN,buen,,,,,,BUEN
3529,DEW,DEW,dew,,,,,,DEW
3530,GENIUS,GENIUS,genius,,,,,,GENIUS
3531,MZC,MazaCoin,mazacoin,,,,,,MZC
3532,ATC,Augmint,augmint,,,,A platform for creating fully colateralized stablecoins,"Augmint is a platform for launching asset-backed stablecoins.
",ATC
3533,MAXI,Maxicoin,maxicoin,,,,,,MAXI
3534,SENYO,SENYO,senyo,,,,,,SENYO
3535,CSC,CasinoCoin,casinocoin,,,,,,CSC
3536,HOLD,HOLD,hold-1,,,,,,HOLD
3537,GONT,GoNetwork,gonetwork-1,,,,,,GONT
3538,MGC,MGC,mgc,,,,,,MGC
3539,LGR,Logarithm,logarithm,,,,,,LGR
3540,PROUD,PROUD Money,proud-money,,,,,,PROUD
3541,SBIT,squarebit,squarebit,,,,,,SBIT
3542,HUB,Hubcoin,hubcoin,,,,,,HUB
3543,UXX.COMM,Uranium,uranium,,,,,,UXX.COMM
3544,HTC,Hitcoin,hitcoin,,,,,,HTC
3545,NLX,Nullex,nullex,,,,,,NLX
3546,RCT,RealChain,realchain,,,,,,RCT
3547,IPC,IPChain,ipchain,,Enterprise and BaaS,Infrastructure,,,IPC
3548,CACH,CacheCoin,cachecoin,,,,,,CACH
